Event Name Clean,Date,Start Time,End Time,Day of Week,Month,Month Number,Season,Week of Year,Is Weekend,Start Hour,Time of Day,Duration (hours),Duration Category,Artists,Number of Artists,Has Artists,Venue,Venue Clean,Is TBA Venue,Number of guests attending,Attendance Category,Has Attendance Data,Genres,Primary Genre,Number of Genres,Genre IDs,Event URL,Promoter/Series,Is Cancelled
LYNY,2025-11-14,2025-11-14 22:00:00,2025-11-15 02:00:00,Friday,November,11,Fall,46,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,Industrial 236,Industrial 236,False,37,Small (0-50),True,House,House,1,6,/events/2300001,Other,False
NOOSH in Chains with DEA MAGNA (Hybrid Set / Hard Dance),2025-11-14,2025-11-14 22:30:00,2025-11-15 06:00:00,Friday,November,11,Fall,46,True,22,Late Night (10pm-6am),7.5,Long (6+ hrs),"DEA MAGNA, NIMAHA, The New Po, Devønn",4,True,The Spot,The Spot,False,170,Large (150-300),True,Techno,Techno,1,5,/events/2290392,Other,False
NymphNouveau,2025-11-14,2025-11-14 22:00:00,2025-11-15 04:00:00,Friday,November,11,Fall,46,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),microtear,1,True,Platform9,Platform9,False,105,Medium (50-150),True,"Breakbeat, Techno",Breakbeat,2,"3, 5",/events/2285466,Other,False
Dali's Folly,2025-11-14,2025-11-14 22:00:00,2025-11-15 03:00:00,Friday,November,11,Fall,46,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"VALENTINA (2), HERA (MX), Maxey, Beiti, Martello Give, Xiumei, Bronsön",7,True,TBA - location will be shared via email,location will be shared via email,True,99,Medium (50-150),True,"Techno, House",Techno,2,"5, 6",/events/2283541,Other,False
MIU: Meet in Undertone — Opening Ceremony,2025-11-14,2025-11-14 23:59:00,2025-11-15 04:00:00,Friday,November,11,Fall,46,True,23,Late Night (10pm-6am),4.016666666666667,Medium (3-6 hrs),,0,False,TBA - 120 W Hastings Street (Enter through Ashtrey Alley),120 W Hastings Street (Enter through Ashtrey Alley),True,84,Medium (50-150),True,"Deep House, Minimal Techno",Deep House,2,"20, 77",/events/2300417,Other,False
Slow Riffs - Simulacra — 4D Sound Ritual (Nov 14),2025-11-14,2025-11-14 19:00:00,2025-11-14 23:00:00,Friday,November,11,Fall,46,True,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),,0,False,Lobe Studio,Lobe Studio,False,45,Small (0-50),True,Ambient,Ambient,1,19,/events/2293718,Slow Riffs,False
TEED: DJ Tour,2025-11-14,2025-11-14 22:00:00,2025-11-15 02:00:00,Friday,November,11,Fall,46,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),TEED,1,True,Fortune Sound Club,Fortune Sound Club,False,5,Small (0-50),True,"House, Electro",House,2,"6, 16",/events/2293493,TEED,False
Beats Of Paradise - Tropical dance party - 14th November 2025 - Main event,2025-11-14,2025-11-14 19:00:00,2025-11-14 23:00:00,Friday,November,11,Fall,46,True,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),,0,False,TBA,TBA,True,1,Small (0-50),True,"Dub, Afrobeat",Dub,2,"23, 33",/events/2295212,Beats Of Paradise,False
Clarissa Connelly (Cancelled),2025-11-14,2025-11-14 19:00:00,2025-11-14 22:00:00,Friday,November,11,Fall,46,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),Clarissa Connelly,1,True,TBA,TBA,True,21,Small (0-50),True,,Unknown,0,,/events/2216801,Other,True
"VANTEK PRESENTS: Adiel, AWood, Max Ulis",2025-11-15,2025-11-15 23:00:00,2025-11-16 06:00:00,Saturday,November,11,Fall,46,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Adiel, AWood, Max Ulis",3,True,Industrial 236,Industrial 236,False,263,Large (150-300),True,Techno,Techno,1,5,/events/2227755,VANTEK PRESENTS,False
LULLABOYS,2025-11-15,2025-11-15 23:59:00,2025-11-16 06:00:00,Saturday,November,11,Fall,46,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,Vantek Warehouse,Vantek Warehouse,False,167,Large (150-300),True,Techno,Techno,1,5,/events/2302291,Other,False
Fortress presents: Blu:sh & Syd Woz,2025-11-15,2025-11-15 23:00:00,2025-11-16 05:00:00,Saturday,November,11,Fall,46,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Blu:sh, Syd Woz",2,True,TBA,TBA,True,130,Medium (50-150),True,"Techno, House",Techno,2,"5, 6",/events/2299240,Fortress presents,False
Slow Riffs - Simulacra — 4D Sound Ritual (Nov 15),2025-11-15,2025-11-15 15:00:00,2025-11-15 23:00:00,Saturday,November,11,Fall,46,True,15,Afternoon (12pm-5pm),8.0,Long (6+ hrs),,0,False,Lobe Studio,Lobe Studio,False,107,Medium (50-150),True,Ambient,Ambient,1,19,/events/2293720,Slow Riffs,False
Buddy System,2025-11-15,2025-11-15 22:00:00,2025-11-16 04:00:00,Saturday,November,11,Fall,46,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),"IHA (CA), captivate, ephemeral objects, allbeings",4,True,TBA - Secret Location,Secret Location,True,83,Medium (50-150),True,"Dubstep, Minimal Techno",Dubstep,2,"24, 77",/events/2291476,Other,False
"Scorpio Screams with Hrdvsion, efemme, SPLAN",2025-11-15,2025-11-15 22:00:00,2025-11-16 04:00:00,Saturday,November,11,Fall,46,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),"Hrdvsion, efemme",2,True,Platform9,Platform9,False,57,Medium (50-150),True,"Techno, Acid",Techno,2,"5, 32",/events/2249950,Other,False
"This Never Happened Pres. Ocula, MYRNE & Robby East",2025-11-15,2025-11-15 22:00:00,2025-11-16 03:00:00,Saturday,November,11,Fall,46,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Ocula, MYRNE, Robby East",3,True,Celebrities Night Club,Celebrities Night Club,False,5,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2222651,Other,False
AFTER HOURS GROOVE SESSION,2025-11-15,2025-11-15 23:00:00,2025-11-16 04:00:00,Saturday,November,11,Fall,46,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,TBA - 301 West Hastings Street,301 West Hastings Street,True,5,Small (0-50),True,,Unknown,0,,/events/2303291,Other,False
Normie Pres: Come 2 Brazil,2025-11-15,2025-11-15 22:30:00,2025-11-16 02:00:00,Saturday,November,11,Fall,46,True,22,Late Night (10pm-6am),3.5,Medium (3-6 hrs),"Andre Rose, wurld2000k",2,True,Biltmore Cabaret,Biltmore Cabaret,False,1,Small (0-50),True,House,House,1,6,/events/2304279,Normie Pres,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
Vibe Corridor with Pacific Coliseum,2025-11-19,2025-11-19 21:00:00,2025-11-20 01:00:00,Wednesday,November,11,Fall,47,False,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),Pacific Coliseum,1,True,The Lido,The Lido,False,2,Small (0-50),True,"Disco, Balearic",Disco,2,"21, 35",/events/2308027,Other,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
le THURS: presents PINK DOVE RADIO (NEWGIRL x 87DOVE) Digital Vinyl Night,2025-11-20,2025-11-20 22:00:00,2025-11-21 02:00:00,Thursday,November,11,Fall,47,False,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),87DOVE,1,True,Hello Goodbye,Hello Goodbye,False,8,Small (0-50),True,House,House,1,6,/events/2302310,le THURS,False
Ritual,2025-11-20,2025-11-20 21:00:00,2025-11-21 02:00:00,Thursday,November,11,Fall,47,False,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,The Lido,The Lido,False,1,Small (0-50),True,"EBM, Industrial",EBM,2,"43, 47",/events/2308016,Other,False
Sofia Avelino Sings Elis Regina at Hero’s Welcome,2025-11-20,2025-11-20 19:00:00,2025-11-20 22:00:00,Thursday,November,11,Fall,47,False,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Hero's Welcome,Hero's Welcome,False,0,No data,False,Jazz,Jazz,1,29,/events/2309313,Other,False
"VANTEK: Rene Wise, Carmen, Pøpu, kish",2025-11-21,2025-11-21 23:00:00,2025-11-22 06:00:00,Friday,November,11,Fall,47,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Rene Wise, POPU, kish",3,True,Industrial 236,Industrial 236,False,347,Very Large (300+),True,Techno,Techno,1,5,/events/2251339,VANTEK,False
MOMENT Series: Einmusik,2025-11-21,2025-11-21 22:00:00,2025-11-22 06:00:00,Friday,November,11,Fall,47,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),"Einmusik, Project Mavara",2,True,Industrial 236,Industrial 236,False,142,Medium (50-150),True,"House, Tech House",House,2,"6, 15",/events/2280683,MOMENT Series,False
raindance: Funk House 002,2025-11-21,2025-11-21 23:00:00,2025-11-22 04:00:00,Friday,November,11,Fall,47,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,TBA - The Lighthouse,The Lighthouse,True,105,Medium (50-150),True,"House, Tech House",House,2,"6, 15",/events/2301340,raindance,False
Neptune7 presents: MORENXXX (NYC/Nowadays),2025-11-21,2025-11-21 22:30:00,2025-11-22 04:00:00,Friday,November,11,Fall,47,True,22,Late Night (10pm-6am),5.5,Medium (3-6 hrs),"MORENXXX, nalule, DJ TRANCERIGHTS",3,True,TBA - Fortress,Fortress,True,100,Medium (50-150),True,"Techno, Bass",Techno,2,"5, 12",/events/2295319,Neptune7 presents,False
RTR: Behrad Tehrani X Hardmonk3y,2025-11-21,2025-11-21 23:00:00,2025-11-22 06:00:00,Friday,November,11,Fall,47,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),Behrad Tehrani,1,True,Vantek Warehouse,Vantek Warehouse,False,98,Medium (50-150),True,Techno,Techno,1,5,/events/2301269,Other,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
909 Worldwide presents – Bonkers in BC,2025-11-21,2025-11-21 21:00:00,2025-11-22 02:00:00,Friday,November,11,Fall,47,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,KW Studios,KW Studios,False,8,Small (0-50),True,"Hardcore, Gabber",Hardcore,2,"11, 73",/events/2299932,Other,False
Lily Palmer,2025-11-21,2025-11-21 22:00:00,2025-11-22 03:00:00,Friday,November,11,Fall,47,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Lilly Palmer,1,True,Harbour Event Centre,Harbour Event Centre,False,5,Small (0-50),True,Techno,Techno,1,5,/events/2307989,Other,False
Flosstradamus: 20 Yr Anniversary Tour,2025-11-21,2025-11-21 22:00:00,2025-11-22 02:00:00,Friday,November,11,Fall,47,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Flosstradamus,1,True,Fortune Sound Club,Fortune Sound Club,False,1,Small (0-50),True,Club,Club,1,39,/events/2307978,Flosstradamus,False
Rubber,2025-11-21,2025-11-21 21:00:00,2025-11-22 02:00:00,Friday,November,11,Fall,47,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Roxy Motorola,1,True,The Lido,The Lido,False,0,No data,False,"Disco, New Wave",Disco,2,"21, 53",/events/2308012,Other,False
Celestial Libations Album Launch,2025-11-21,2025-11-21 18:30:00,2025-11-21 23:30:00,Friday,November,11,Fall,47,True,18,Evening (5pm-10pm),5.0,Medium (3-6 hrs),,0,False,Lobe Studio,Lobe Studio,False,0,No data,False,Experimental,Experimental,1,25,/events/2310753,Other,False
CORBIN,2025-11-21,2025-11-21 20:00:00,2025-11-21 23:00:00,Friday,November,11,Fall,47,True,20,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Hollywood Theatre,Hollywood Theatre,False,0,No data,False,"Experimental, R&B",Experimental,2,"25, 56",/events/2310777,Other,False
"VANTEK: DJ XXL, ESTEBAN, Edgar Cal, Cataria",2025-11-22,2025-11-22 23:00:00,2025-11-23 06:00:00,Saturday,November,11,Fall,47,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"DJ XXL, Cataria, Edgar Cal",3,True,Industrial 236,Industrial 236,False,203,Large (150-300),True,Techno,Techno,1,5,/events/2305202,VANTEK,False
Dane's Dance Emporium Vol. 20,2025-11-22,2025-11-22 23:00:00,2025-11-23 04:00:00,Saturday,November,11,Fall,47,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Dane,1,True,TBA,TBA,True,229,Large (150-300),True,"House, Disco",House,2,"6, 21",/events/2288004,Other,False
ALL ABOUT HOUSE MUSIC,2025-11-22,2025-11-22 23:59:00,2025-11-23 06:00:00,Saturday,November,11,Fall,47,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,520 Alexander Street,520 Alexander Street,False,166,Large (150-300),True,"House, Tech House",House,2,"6, 15",/events/2308370,Other,False
ARCHETYPES : The Awakening,2025-11-22,2025-11-22 22:00:00,2025-11-23 07:00:00,Saturday,November,11,Fall,47,True,22,Late Night (10pm-6am),9.0,Long (6+ hrs),,0,False,Vantek Warehouse,Vantek Warehouse,False,83,Medium (50-150),True,"Experimental, Psytrance",Experimental,2,"25, 76",/events/2274124,ARCHETYPES,False
Public Disco After Dark: B2B Edition,2025-11-22,2025-11-22 22:00:00,2025-11-23 03:00:00,Saturday,November,11,Fall,47,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Frankie Teardrop, Syd Woz, Fisher Bryce, educación física, DJ dood, Beiti",6,True,The Birdhouse,The Birdhouse,False,42,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2288903,Public Disco After Dark,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
Playhouse presents KETTAMA,2025-11-22,2025-11-22 22:00:00,2025-11-23 03:00:00,Saturday,November,11,Fall,47,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),KETTAMA,1,True,Celebrities Night Club,Celebrities Night Club,False,11,Small (0-50),True,"Techno, Garage",Techno,2,"5, 13",/events/2307966,Playhouse,False
Buunshin + Kytami and Phonik Ops at SUBculture Saturdays,2025-11-22,2025-11-22 22:00:00,2025-11-23 03:00:00,Saturday,November,11,Fall,47,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),Buunshin,1,True,The Red Room,The Red Room,False,5,Small (0-50),True,"Drum & Bass, Electronica",Drum & Bass,2,"4, 75",/events/2286941,Other,False
Notebook SEASON 2025: Animistic Beliefs (Live) & Gulod Tanawin (Live),2025-11-22,2025-11-22 19:30:00,2025-11-22 22:30:00,Saturday,November,11,Fall,47,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),Animistic Beliefs,1,True,Roundhouse Community Arts & Recreation Centre,Roundhouse Community Arts & Recreation Centre,False,2,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2310841,Notebook SEASON 2025,False
Gorg-O-Mish presents: Jay Tripwire & Tyler Stadius,2025-11-22,2025-11-22 02:00:00,2025-11-22 08:00:00,Saturday,November,11,Fall,47,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Tyler Stadius, Jay Tripwire",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Tech House, Deep House",Tech House,2,"15, 20",/events/2310844,Gorg-O-Mish presents,False
Stacked presents MERSIV,2025-11-22,2025-11-22 20:00:00,2025-11-23 02:00:00,Saturday,November,11,Fall,47,True,20,Evening (5pm-10pm),6.0,Long (6+ hrs),,0,False,Commodore Ballroom,Commodore Ballroom,False,0,No data,False,"Bass, Dubstep",Bass,2,"12, 24",/events/2308003,Stacked,False
Celestial Libations Album Launch,2025-11-22,2025-11-22 18:30:00,2025-11-23 23:30:00,Saturday,November,11,Fall,47,True,18,Evening (5pm-10pm),29.0,Long (6+ hrs),,0,False,Lobe Studio,Lobe Studio,False,0,No data,False,Experimental,Experimental,1,25,/events/2310756,Other,False
Free For All : Masquerave,2025-11-22,2025-11-22 23:00:00,2025-11-23 03:00:00,Saturday,November,11,Fall,47,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,The Pearl,The Pearl,False,0,No data,False,"Drum & Bass, Baile Funk",Drum & Bass,2,"4, 34",/events/2310796,Free For All,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
Future Mythologies: DEPTHS,2025-11-23,2025-11-23 18:00:00,2025-11-23 22:00:00,Sunday,November,11,Fall,47,True,18,Evening (5pm-10pm),4.0,Medium (3-6 hrs),,0,False,Lobe Studio,Lobe Studio,False,1,Small (0-50),True,Experimental,Experimental,1,25,/events/2310767,Future Mythologies,False
Victor Noriega Quartet at Hero’s Welcome,2025-11-23,2025-11-23 19:00:00,2025-11-23 22:00:00,Sunday,November,11,Fall,47,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Hero's Welcome,Hero's Welcome,False,0,No data,False,Jazz,Jazz,1,29,/events/2309338,Other,False
Celestial Libations Album Launch,2025-11-22,2025-11-22 18:30:00,2025-11-23 23:30:00,Saturday,November,11,Fall,47,True,18,Evening (5pm-10pm),29.0,Long (6+ hrs),,0,False,Lobe Studio,Lobe Studio,False,0,No data,False,Experimental,Experimental,1,25,/events/2310756,Other,False
Gorg-O-Mish presents: Nancy Dru & Aran Mo,2025-11-23,2025-11-23 02:00:00,2025-11-23 08:00:00,Sunday,November,11,Fall,47,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),Nancy Dru,1,True,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2310854,Gorg-O-Mish presents,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
A&A Lab Workshop Series: Introduction to Music Theory - How To Overcome Writer's Block,2025-11-25,2025-11-25 18:00:00,2025-11-25 21:00:00,Tuesday,November,11,Fall,48,False,18,Evening (5pm-10pm),3.0,Medium (3-6 hrs),Tiago de Renor,1,True,Platform9,Platform9,False,5,Small (0-50),True,,Unknown,0,,/events/2305328,A&A Lab Workshop Series,False
Notebook SEASON ♪ 2025,2025-11-19,2025-11-19 14:30:00,2025-11-26 23:59:00,Wednesday,November,11,Fall,47,False,14,Afternoon (12pm-5pm),177.48333333333332,Long (6+ hrs),"Animistic Beliefs, 8ULENTINA, Embaci, MIIIA, Melt (CA), Speaker Music",6,True,TBA - Various Venues,Various Venues,True,12,Small (0-50),True,"Experimental, Hard Drum",Experimental,2,"25, 62",/events/2293627,Other,False
Future Mythologies: 8ULENTINA (NYC) + Embaci (NYC) W/ MIIIA (CH/CA) + Melt,2025-11-26,2025-11-26 19:30:00,2025-11-26 21:30:00,Wednesday,November,11,Fall,48,False,19,Evening (5pm-10pm),2.0,Short (< 3 hrs),"8ULENTINA, Embaci, MIIIA, Melt (CA)",4,True,The Annex,The Annex,False,4,Small (0-50),True,"Ambient, Experimental",Ambient,2,"19, 25",/events/2310850,Future Mythologies,False
RA UNLOCKED: Safer Spaces - Free Harm Reduction Workshop,2025-11-27,2025-11-27 19:00:00,2025-11-27 20:30:00,Thursday,November,11,Fall,48,False,19,Evening (5pm-10pm),1.5,Short (< 3 hrs),,0,False,TBA - Fortress,Fortress,True,82,Medium (50-150),True,,Unknown,0,,/events/2300674,RA UNLOCKED,False
le THURS (Rustek x Hamooniii,2025-11-27,2025-11-27 22:00:00,2025-11-28 02:00:00,Thursday,November,11,Fall,48,False,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,Hello Goodbye,Hello Goodbye,False,7,Small (0-50),True,House,House,1,6,/events/2313410,Other,False
"THE CAGE PROJECT: Thomas Schumacher, David Alcaniz, Fizch, Marist",2025-11-28,2025-11-28 23:00:00,2025-11-29 06:00:00,Friday,November,11,Fall,48,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Thomas Schumacher, David Alcaniz, Fizch, Marist",4,True,Industrial 236,Industrial 236,False,455,Very Large (300+),True,Techno,Techno,1,5,/events/2178254,THE CAGE PROJECT,False
PEECH PURFECT vol. 3,2025-11-28,2025-11-28 23:00:00,2025-11-29 05:00:00,Friday,November,11,Fall,48,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Andre Rose, Afrooz",2,True,Vantek Warehouse,Vantek Warehouse,False,153,Large (150-300),True,House,House,1,6,/events/2305145,Other,False
EYELIDS [001] - mikubat / dj_2button,2025-11-28,2025-11-28 23:59:00,2025-11-29 06:00:00,Friday,November,11,Fall,48,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"dj_2button, mikubat",2,True,TBA - Downtown Eastside,Downtown Eastside,True,59,Medium (50-150),True,"House, Dub",House,2,"6, 23",/events/2307467,EYELIDS [001],False
Fish56Octagon (Vancouver),2025-11-28,2025-11-28 22:00:00,2025-11-29 02:00:00,Friday,November,11,Fall,48,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Fish56Octagon,1,True,Fortune Sound Club,Fortune Sound Club,False,45,Small (0-50),True,"Garage, Jungle",Garage,2,"13, 49",/events/2123535,Other,False
4x4: Barometry & Body Double All Night Long + Very Special Super Secret Guest,2025-11-28,2025-11-28 23:59:00,2025-11-29 06:00:00,Friday,November,11,Fall,48,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),Body Double,1,True,TBA,TBA,True,4,Small (0-50),True,,Unknown,0,,/events/2315774,Other,False
Duke Dumont,2025-11-28,2025-11-28 18:30:00,2025-11-28 23:59:00,Friday,November,11,Fall,48,True,18,Evening (5pm-10pm),5.483333333333333,Medium (3-6 hrs),"Duke Dumont, Galen Allan",2,True,PNE Forum,PNE Forum,False,3,Small (0-50),True,"Tech House, Club",Tech House,2,"15, 39",/events/2314398,Other,False
Tofino Tea Party & Swrv present: Abstrakt Sonance + Skerd (Squamish show),2025-11-28,2025-11-28 21:30:00,2025-11-29 02:00:00,Friday,November,11,Fall,48,True,21,Evening (5pm-10pm),4.5,Medium (3-6 hrs),,0,False,TBA,TBA,True,2,Small (0-50),True,"Drum & Bass, Dubstep",Drum & Bass,2,"4, 24",/events/2305128,Tofino Tea Party & Swrv present,False
